id,code,label_en,label_de,parent_code,level
998,/23/51/359/1067/1631,functional equations,,/23/51/359/1067,4
999,/23/51/359/1073/1653,commutative algebra,,/23/51/359/1073,4
1000,/31/111/607/1411/30057,muslim societies,,/31/111/607/1411,4
1001,/25/77/473/1255/1747,base isolation,,/25/77/473/1255,4
1002,/23/45/291/891/1561,sedimentary petrology,,/23/45/291/891,4
1003,/29/101/561/1381/1787,paleoanthropology,,/29/101/561/1381,4
1004,/23/49/341/1031/1619,ethnomycology,,/23/49/341/1031,4
1005,/23/47/297/933/36035695,semisupervised learning,,/23/47/297/933,4
1006,/23/47/297/933/1593,transfer learning,,/23/47/297/933,4
1007,/23/47/297/935/75169834,facial recognition,,/23/47/297/935,4
1008,/23/49/341/1031/46681819,mycobiomes,,/23/49/341/1031,4
1009,/23/47/297/935/24997145,object detection,,/23/47/297/935,4
1010,/27/79/483/1275/76232940,vegetative propagation,,/27/79/483/1275,4
1011,/27/81/30021/499/89427643,greenhouse horticulture,,/27/81/30021/499,4
1012,/31/111/607/1411/30059,islamic schools,,/31/111/607/1411,4
1013,/23/45/291/891/1559,metamorphic petrology,,/23/45/291/891,4
1014,/23/43/251/745/65649851,ultraviolet lasers,,/23/43/251/745,4
1015,/23/49/315/997/1613/1617,enzymes,,/23/49/315/997/1613,5
1016,/29/99/547/1351/1765/1835,global navigation satellite system,,/29/99/547/1351/1765,5
1017,/25/67/425/1169/1685/83523280,concentrated solar power,,/25/67/425/1169/1685,5
1018,/29/97/87917856/1335/31958608/1331,nongovernmental organizations,,/29/97/87917856/1335/31958608,5
1019,/29/95/92131787/17995755/42154279/1369,globalization,,/29/95/92131787/17995755/42154279,5
1020,/23/49/315/997/1613/1815,proteomics,,/23/49/315/997/1613,5
1021,/25/73/451/1209/1707/1825,combined heat and power,,/25/73/451/1209/1707,5
1022,/25/67/425/1169/1685/98939167,photovoltaic,,/25/67/425/1169/1685,5
1023,/23/43/257/771/1511/1807,exoplanetology,,/23/43/257/771/1511,5
1024,/23/43/257/771/1511/19823118,giant planets,,/23/43/257/771/1511,5
1025,/25/73/453/459/1229/1729,drones,,/25/73/453/459/1229,5
1026,/25/73/30020/455/1225/1727,radar,,/25/73/30020/455/1225,5
1027,/25/73/30020/455/1221/1715,data networks,,/25/73/30020/455/1221,5
1028,/25/75/461/1239/1737/1829,rotorcraft,,/25/75/461/1239/1737,5
1029,/23/51/359/1067/1637/1817,partial differential equations,,/23/51/359/1067/1637,5
1030,/25/73/30020/455/1225/1723,radio frequency,,/25/73/30020/455/1225,5
1031,/25/73/30020/455/1221/73074801,mobile network,,/25/73/30020/455/1221,5
1032,/25/73/30020/455/1221/1713,optical networks,,/25/73/30020/455/1221,5
1033,/23/47/307/979/973/1601,operating systems,,/23/47/307/979/973,5
1034,/23/43/269/811/1549/33860407,computational fluid dynamics,,/23/43/269/811/1549,5
1035,/25/67/425/1169/1685/85521413,solar thermal,,/25/67/425/1169/1685,5
1036,/31/107/577/581/1393/1789,science fiction,,/31/107/577/581/1393,5
1037,/25/67/425/1169/1689/1823,marine energy,,/25/67/425/1169/1689,5
1038,/25/73/30020/455/1225/1719,microwave technology,,/25/73/30020/455/1225,5
1039,/23/51/359/1067/81178764/72830892,operator algebra,,/23/51/359/1067/81178764,5
1040,/23/49/315/997/1613/11923635,protein folding,,/23/49/315/997/1613,5
1041,/25/73/30020/455/1225/52695600,WiFi,,/25/73/30020/455/1225,5
1042,/27/81/30021/499/69103681/1289,root crops,,/27/81/30021/499/69103681,5
1043,/25/75/461/1239/51612216/98672716,spacecraft,,/25/75/461/1239/51612216,5
1044,/25/73/30020/455/1225/72996757,mobile radio,,/25/73/30020/455/1225,5
1045,/23/45/30018/30032/30055/1809,el niño,,/23/45/30018/30032/30055,5
1046,/25/73/30020/455/1225/63561740,LiFi,,/25/73/30020/455/1225,5
1047,/23/47/307/979/973/1599,device drivers,,/23/47/307/979/973,5
1048,/29/89/1837/30048/21785983/70274390,pandemic risks,,/29/89/1837/30048/21785983,5
1049,/23/45/30018/30032/30055/1811,north atlantic oscillation,,/23/45/30018/30032/30055,5
1050,/25/73/30020/455/1225/1717,satellite radio,,/25/73/30020/455/1225,5
1051,/25/73/30020/455/1225/1725,cognitive radio,,/25/73/30020/455/1225,5
1052,/25/73/30020/455/1225/1721,bluetooth,,/25/73/30020/455/1225,5
1053,/23/45/30018/281/847/1553,atmospheric turbulence,,/23/45/30018/281/847,5
1054,/23/43/257/771/1511/19823118/30068,super-Earths,,/23/43/257/771/1511/19823118,6
1055,/25/73/30020/455/1221/73074801/1711,5G,,/25/73/30020/455/1221/73074801,6
1056,/25/67/425/1169/1689/1823/1819,wave power,,/25/67/425/1169/1689/1823,6
1057,/25/73/30020/455/1221/73074801/45147905,fixed wireless network,,/25/73/30020/455/1221/73074801,6
1058,/25/73/30020/455/1221/1713/1827,fiber-optic network,,/25/73/30020/455/1221/1713,6
1059,/25/67/425/1169/1689/1823/1821,tidal energy,,/25/67/425/1169/1689/1823,6
1060,/25/73/30020/455/1221/73074801/95165544,4G,,/25/73/30020/455/1221/73074801,6
1061,/23/43/257/771/1511/19823118/30069,gas giants,,/23/43/257/771/1511/19823118,6
1062,/23/43/257/771/1511/19823118/30067,ice giants,,/23/43/257/771/1511/19823118,6
