id,organisation_id,project_id,name,short_name,country,city,role,activity_type,sme,ec_contribution,total_cost
43315,999524570,270843,FOUNDATION FOR THEORETICAL AND COMPUTATIONAL PHYSICS AND ASTROPHYSICS,TCPA FOUNDATION,BG,SOFIA,participant,REC,f,209289.00,
44631,999979694,219762,CARDIFF UNIVERSITY,CARDIFF UNIVERSITY,UK,Cardiff,coordinator,HES,f,178874.06,
44826,999978724,299345,JOHANN WOLFGANG GOETHE-UNIVERSITAET FRANKFURT AM MAIN,GUF,DE,Frankfurt Am Main,coordinator,HES,f,353579.00,
46493,999977172,315704,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,,UK,Cambridge,participant,HES,f,,
46494,953285737,315704,BOLUDA DIVISION INDUSTRIAL SL,B-Industrial,ES,PALAU SOLITA I PLEGAMANS,participant,PRC,f,149499.78,
46495,969666418,315704,CONSTELEX TECHNOLOGY ENABLERS SINGLE MEMBER LIMITED LIABILITY COMPANY,CONSTELEX,EL,ACHARNES ATHINA,participant,PRC,f,67641.03,
46496,953673931,315704,ZINWAVE LTD,Zinwave,UK,CAMBRIDGE,participant,PRC,f,126478.52,
46497,999595186,315704,INNOLUME GMBH,INNOLUME,DE,Dortmund,participant,PRC,f,,
46498,999655423,315704,EBLANA PHOTONICS LIMITED,EBLANA,IE,Dublin,participant,PRC,f,308228.92,
46499,999975717,315704,"UNIVERSITY COLLEGE CORK -  NATIONAL UNIVERSITY OF IRELAND, CORK",UCC,IE,Cork,coordinator,HES,f,,
46500,938808002,315704,PervasID,PervasID,UK,Cambridge,participant,PRC,f,174151.75,
46658,999995796,239412,UNIVERSITA DEGLI STUDI DI MILANO,UMIL,IT,Milano,coordinator,HES,f,100000.00,
47695,999853400,627478,HERIOT-WATT UNIVERSITY,HWU,UK,Edinburgh,coordinator,HES,f,231283.20,
47754,999853400,258990,HERIOT-WATT UNIVERSITY,HWU,UK,Edinburgh,coordinator,HES,f,1319728.00,
48426,954530344,623046,STICHTING VU,,NL,Amsterdam,coordinator,HES,f,183469.80,
48527,954530344,331893,STICHTING VU,,NL,Amsterdam,coordinator,HES,f,183469.80,
50251,999850878,295234,SCUOLA INTERNAZIONALE SUPERIORE DI STUDI AVANZATI DI TRIESTE,SISSA,IT,Trieste,coordinator,HES,f,72300.00,
50252,999991722,295234,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,Madrid,participant,REC,f,58600.00,
50253,999984350,295234,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UOXF,UK,Oxford,participant,HES,f,51700.00,
50254,999985708,295234,UNIVERSITEIT VAN AMSTERDAM,UvA,NL,Amsterdam,participant,HES,f,63900.00,
50255,999992789,295234,ISTITUTO NAZIONALE DI FISICA NUCLEARE,INFN,IT,Frascati,participant,REC,f,90500.00,
51452,999991722,220335,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,Madrid,coordinator,REC,f,207317.11,
51898,999903840,612724,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,coordinator,HES,f,1764340.00,
51899,999976978,612724,THE UNIVERSITY OF NOTTINGHAM,,UK,Nottingham,participant,HES,f,358256.00,
52135,999903840,622659,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,coordinator,HES,f,231283.20,
52226,999903840,329138,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,coordinator,HES,f,309235.20,
52393,999903840,300402,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,coordinator,HES,f,200371.80,
52588,999975814,307663,UNIVERSITETET I OSLO,UNIVERSITY OF OSLO,NO,Oslo,coordinator,HES,f,1144930.00,
52811,999975814,278011,UNIVERSITETET I OSLO,UNIVERSITY OF OSLO,NO,Oslo,coordinator,HES,f,1100000.00,
52994,999979500,630925,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,coordinator,REC,f,100000.00,
53269,999978433,600838,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,LMU MUENCHEN,DE,MUNCHEN,coordinator,HES,f,360400.00,
53270,963604403,600838,QUTOOLS GMBH,,DE,MUNCHEN,participant,PRC,f,196996.00,
53271,999979500,600838,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,360186.00,
53272,999974262,600838,UNIVERSITY OF BRISTOL,,UK,Bristol,participant,HES,f,361917.00,
53273,999987745,600838,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,UNIROMA1,IT,Roma,participant,HES,f,370500.00,
53418,999979500,252906,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,coordinator,REC,f,222272.40,
53421,996569950,309056,UNIVERSITE DE STRASBOURG,UNISTRA,FR,Strasbourg,coordinator,HES,f,384032.00,
53422,990884004,309056,UNIVERSITE DE MONS,UMONS,BE,Mons,participant,HES,f,184824.00,
53423,999979500,309056,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,200657.00,
53424,999990267,309056,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,DE,Munchen,participant,REC,f,230400.00,
53692,999903840,618083,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,participant,HES,f,178248.00,
53693,999979500,618083,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,308220.00,
53694,999544746,618083,LEIBNIZ INSTITUT FUR FESTKORPER UND WERKSTOFFORSCHUNG DRESDEN EV,IFW,DE,Dresden,coordinator,REC,f,696628.00,
53695,999989782,618083,RIJKSUNIVERSITEIT GRONINGEN,,NL,Groningen,participant,HES,f,228245.00,
53696,999470541,618083,HELMHOLTZ-ZENTRUM DRESDEN-ROSSENDORF EV,HZDR,DE,Dresden,participant,REC,f,170740.00,
53909,999845446,318516,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",TRINITY COLLEGE DUBLIN,IE,Dublin,participant,HES,f,590136.00,
53910,996569950,318516,UNIVERSITE DE STRASBOURG,UNISTRA,FR,Strasbourg,participant,HES,f,373062.00,
53911,999979500,318516,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,coordinator,REC,f,652911.00,
53912,999993953,318516,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,UNIBO,IT,Bologna,participant,HES,f,468249.00,
53913,999977657,318516,STMICROELECTRONICS SRL,,IT,Agrate Brianza,participant,PRC,f,369016.00,
53914,999897729,318516,TECHNISCHE UNIVERSITAET DRESDEN,TUD,DE,Dresden,participant,HES,f,305626.00,
54800,999995893,295216,IDRYMA TECHNOLOGIAS KAI EREVNAS,FOUNDATION FOR RESEARCH AND TECHNOLOGYHELLAS,EL,Irakleio,participant,REC,f,71400.00,
54801,996435993,295216,FUNDACIO INSTITUT DE RECERCA DE L'ENERGIA DE CATALUNYA,IREC-CERCA,ES,Sant Adria De Besos,participant,REC,f,58800.00,
54802,999852915,295216,UNIVERSITAT ZU KOLN,,DE,Koln,participant,HES,f,98700.00,
54803,999979500,295216,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,participant,REC,f,50400.00,
54804,999893946,295216,UNIVERSITA DEGLI STUDI DI BRESCIA,UNIBS,IT,Brescia,coordinator,HES,f,37800.00,
56522,998796003,306502,NATURWISSENSCHAFTLICHES UND MEDIZINISCHES INSTITUT AN DER UNIVERSITAET TUEBINGEN,NMI,DE,Reutlingen,participant,REC,f,510106.00,
56523,999902870,306502,UNIVERSITEIT ANTWERPEN,UANTWERPEN,BE,Antwerpen,coordinator,HES,f,604960.00,
56524,999997833,306502,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,INSERM,FR,Paris,participant,REC,f,330844.00,
56525,999975038,306502,THE HEBREW UNIVERSITY OF JERUSALEM,THE HEBREW UNIVERSITY OF JERUSALEM,IL,Jerusalem,participant,HES,f,599084.00,
56526,999987745,306502,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,UNIROMA1,IT,Roma,participant,HES,f,375600.00,
56527,999985708,306502,UNIVERSITEIT VAN AMSTERDAM,UvA,NL,Amsterdam,participant,HES,f,57756.00,
59040,999994535,267700,HELSINGIN YLIOPISTO,,FI,HELSINGIN YLIOPISTO,participant,HES,f,1162954.66,
59041,999842536,267700,TALLINNA TEHNIKAÜLIKOOL,TALLINN UNIVERSITY OF TECHNOLOGY,EE,Tallinn,coordinator,HES,f,637045.34,
59207,999994535,257360,HELSINGIN YLIOPISTO,,FI,HELSINGIN YLIOPISTO,coordinator,HES,f,1476418.00,
60680,999997930,220970,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,157746.80,
60657,999997930,307149,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,1500000.00,
60683,999997930,224786,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,45000.00,
60702,999901609,206978,TEL AVIV UNIVERSITY,TAU,IL,Tel Aviv,participant,HES,f,339000.00,
60703,999997930,206978,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,483000.00,
61006,999997930,273854,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,229056.80,
61018,999997930,219380,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,173301.94,
61218,999997930,246932,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,2500000.00,
62782,999865234,272113,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,ES,Leioa,coordinator,HES,f,159365.60,
61602,988180032,264951,QUANTEMOL LIMITED,,UK,London,participant,,f,257841.00,
61603,999978433,264951,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,LMU MUENCHEN,DE,MUNCHEN,participant,HES,f,247638.00,
61604,999842051,264951,UNIVERSITA DEGLI STUDI DI TRIESTE,UNITS,IT,Trieste,participant,HES,f,383611.00,
61605,999993468,264951,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,,UK,LONDON,coordinator,HES,f,580906.00,
61606,999927120,264951,FORSCHUNGSVERBUND BERLIN EV,,DE,Berlin,participant,REC,f,248672.00,
61607,999992013,264951,THE QUEEN'S UNIVERSITY OF BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,UK,Belfast,participant,HES,f,564988.00,
61608,999850781,264951,HUMBOLDT-UNIVERSITAET ZU BERLIN,UBER,DE,Berlin,participant,HES,f,352544.00,
61609,999861354,264951,UNIVERSIDAD AUTONOMA DE MADRID,UAM,ES,Madrid,participant,HES,f,353263.00,
61610,999990267,264951,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,DE,Munchen,participant,REC,f,239832.00,
61611,999851169,264951,UNIVERSITE PAUL SABATIER TOULOUSE III,UNIVERSITE TOULOUSE III - Paul Sabatier,FR,Toulouse Cedex 9,participant,HES,f,269993.00,
61612,999997930,264951,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,266993.00,
61638,999997930,208471,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,750000.00,
61862,999917614,264564,UNIWERSYTET SLASKI W KATOWICACH,UNIWERSYTET SLASKI W KATOWICACH,PL,KATOWICE,participant,HES,f,323787.16,
61863,999881239,264564,DEBRECENI EGYETEM,UNIVERSITY OF DEBRECEN DE,HU,Debrecen,participant,HES,f,324087.35,
61864,999866010,264564,UNIVERSITY OF DURHAM,UNIVERSITY OF DURHAM,UK,Durham,participant,HES,f,517071.26,
61865,999991722,264564,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,Madrid,coordinator,REC,f,505765.15,
61866,888898144,264564,University of Zurich,UZH,CH,ZURICH,participant,HES,f,450635.42,
61867,999881336,264564,UNIVERSIDAD DE BUENOS AIRES,BUENOSAIRES UNIVERSITY,AR,Buenos Aires,participant,HES,f,234234.08,
61868,986526085,264564,RISC SOFTWARE GMBH,RISC,AT,HAGENBERG,participant,REC,f,331079.36,
61869,999997930,264564,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,460134.01,
61870,999986969,264564,DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY,DESY,DE,Hamburg,participant,REC,f,438966.62,
61871,999624092,264564,STICHTING NEDERLANDSE WETENSCHAPPELIJK ONDERZOEK INSTITUTEN,NWO-I,NL,Utrecht,participant,REC,f,397081.54,
61872,999992789,264564,ISTITUTO NAZIONALE DI FISICA NUCLEARE,INFN,IT,Frascati,participant,REC,f,508243.92,
62248,999997930,249309,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,37500.00,
62739,999895886,211284,UNIVERSIDAD DE ALICANTE,UNIVERSIDAD DE ALICANTE,ES,Alicante,participant,HES,f,60000.00,
62740,999903840,211284,THE UNIVERSITY OF MANCHESTER,UNIVERSITY OF MANCHESTER,UK,Manchester,participant,HES,f,299999.00,
62741,999907914,211284,UNIVERSITAT BASEL,,CH,Basel,participant,HES,f,230000.00,
62742,999991237,211284,CONSORZIO INTERUNIVERSITARIO NAZIONALE PER LA SCIENZA E TECNOLOGIA DEI MATERIALI,,IT,Firenze,participant,REC,f,269250.00,
62743,999953019,211284,UNIVERSITAT DE VALENCIA,UVEG,ES,Valencia,participant,HES,f,240000.00,
62744,999979500,211284,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,IT,Roma,coordinator,REC,f,361340.00,
62745,999984350,211284,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UOXF,UK,Oxford,participant,HES,f,207410.00,
62746,999997930,211284,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,340000.00,
63170,999997930,257638,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,1068540.00,
63809,999997930,236240,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,173968.74,
64495,999997930,631339,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,100000.00,
64657,999977172,255961,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,,UK,Cambridge,participant,HES,f,139239.00,
64658,999865525,255961,Université Paris Diderot-Paris 7,UPD,FR,Paris,participant,HES,f,96000.00,
64659,999653968,255961,STICHTING CENTRUM VOOR WISKUNDE EN INFORMATICA,CWI,NL,AMSTERDAM,participant,REC,f,210992.00,
64660,999619436,255961,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ICFO-CERCA,ES,Castelldefels,participant,REC,f,210000.00,
64661,999907235,255961,UNIVERSITE PARIS-SUD,PSUD,FR,ORSAY CEDEX,participant,HES,f,0.00,
64662,999986290,255961,UNIVERSITE LIBRE DE BRUXELLES,ULB,BE,Bruxelles / Brussel,participant,HES,f,210000.00,
64663,999901609,255961,TEL AVIV UNIVERSITY,TAU,IL,Tel Aviv,participant,HES,f,102000.00,
64664,999974262,255961,UNIVERSITY OF BRISTOL,,UK,Bristol,participant,HES,f,139239.00,
64665,999871830,255961,LATVIJAS UNIVERSITATE,LU,LV,RIGA,coordinator,HES,f,404400.00,
64666,999997930,255961,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,168000.00,
64699,999974650,287252,UNIVERSITE DE GENEVE,UNIGE,CH,Geneve,participant,HES,f,244778.00,
64700,999619436,287252,FUNDACIO INSTITUT DE CIENCIES FOTONIQUES,ICFO-CERCA,ES,Castelldefels,participant,REC,f,228203.00,
64701,963604403,287252,QUTOOLS GMBH,,DE,MUNCHEN,participant,PRC,f,226624.00,
64702,999862712,287252,UNIVERSITA DI PISA,UNIPI,IT,Pisa,participant,HES,f,245885.00,
64703,999848453,287252,TECHNISCHE UNIVERSITAT DORTMUND,TUDO,DE,Dortmund,participant,HES,f,226624.00,
64704,999986581,287252,TECHNISCHE UNIVERSITAT DARMSTADT,,DE,Darmstadt,coordinator,HES,f,634225.20,
64705,888897834,287252,"MAX IV Laboratory, Lund University",LU,SE,LUND,participant,HES,f,334609.00,
64706,999997930,287252,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,729812.00,
64749,999997930,221249,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,171600.91,
64768,999978433,618078,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,LMU MUENCHEN,DE,MUNCHEN,participant,HES,f,309000.00,
64769,999974262,618078,UNIVERSITY OF BRISTOL,,UK,Bristol,participant,HES,f,312000.00,
64770,999984350,618078,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",UOXF,UK,Oxford,coordinator,HES,f,410441.00,
64771,999997930,618078,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,305430.00,
64772,999979694,618078,CARDIFF UNIVERSITY,CARDIFF UNIVERSITY,UK,Cardiff,participant,HES,f,321200.00,
64773,999929545,618078,UNIVERSITAT DES SAARLANDES,USAAR,DE,Saarbrucken,participant,HES,f,340464.00,
65120,999997930,320769,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,1456140.00,
65623,999997930,326794,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,194046.60,
65745,999997930,237651,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,83572.78,
65784,999997930,306537,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,980640.00,
65844,999842924,318973,UNIVERSITY OF BATH,UBAH,UK,Bath,coordinator,HES,f,17100.00,
65845,999997930,318973,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,26600.00,
65897,999997930,236827,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,156712.58,
66125,999997930,236345,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,165444.54,
66151,999901609,203749,TEL AVIV UNIVERSITY,TAU,IL,Tel Aviv,participant,HES,f,230000.00,
66152,999997930,203749,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,514000.00,
66198,999997930,618760,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,100000.00,
66223,999990946,317089,KUNGLIGA TEKNISKA HOEGSKOLAN,KTH,SE,Stockholm,participant,HES,f,298705.74,
66224,999866010,317089,UNIVERSITY OF DURHAM,UNIVERSITY OF DURHAM,UK,Durham,participant,HES,f,678332.16,
66225,999894916,317089,UNIVERSIDADE DO PORTO,U.PORTO,PT,Porto,participant,HES,f,288508.00,
66226,999850781,317089,HUMBOLDT-UNIVERSITAET ZU BERLIN,UBER,DE,Berlin,participant,HES,f,309291.84,
66227,999997930,317089,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,participant,REC,f,610413.55,
66228,999986969,317089,DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY,DESY,DE,Hamburg,coordinator,REC,f,1033937.08,
66229,999981052,317089,KING'S COLLEGE LONDON,,UK,London,participant,HES,f,678332.16,
66230,999885022,317089,STOCKHOLMS UNIVERSITET,,SE,Stockholm,participant,HES,f,61061.14,
66289,999997930,239920,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,1449600.00,
66729,999895886,214936,UNIVERSIDAD DE ALICANTE,UNIVERSIDAD DE ALICANTE,ES,Alicante,participant,HES,f,436623.00,
66730,999974553,214936,UNIVERSITEIT LEIDEN,ULEI,NL,Leiden,participant,HES,f,363509.00,
66731,999882209,214936,UNIVERSITAET ULM,UULM,DE,Ulm,participant,HES,f,364261.00,
66732,999907526,214936,THE UNIVERSITY OF BIRMINGHAM,UoB,UK,Birmingham,participant,HES,f,293740.00,
66733,999463751,214936,PERMASCAND AB,,SE,LJUNGAVERK,participant,PRC,f,,
66734,999980567,214936,THE UNIVERSITY OF LIVERPOOL,,UK,Liverpool,participant,HES,f,436022.00,
66735,999511863,214936,"USTAV FYZIKALNI CHEMIE J. HEYROVSKEHO AV CR, v. v. i.",HIPC,CZ,Praha,participant,OTH,f,303318.00,
66736,999981925,214936,GOETEBORGS UNIVERSITET,UGOT - GOETEBORGS UNIVERSITET/UNIVERSITY OF GOTHEN,SE,Goeteborg,coordinator,HES,f,580629.00,
66737,999947102,214936,JOHNSON MATTHEY PLC,,UK,London,participant,PRC,f,357106.00,
68157,998347572,262348,ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE,CIC biomaGUNE,ES,San Sebastian,participant,REC,f,253793.86,
68158,999902870,262348,UNIVERSITEIT ANTWERPEN,UANTWERPEN,BE,Antwerpen,participant,HES,f,540981.13,
68159,987242042,262348,BIOLIN SCIENTIFIC OY,Biolin,FI,HELSINKI,participant,PRC,f,23908.00,
68160,999980470,262348,FORSCHUNGSZENTRUM JULICH GMBH,FZJ,DE,Julich,coordinator,REC,f,2748182.64,
68161,912924328,262348,UNIVERSITAET HAMBURG,UHAM,DE,HAMBURG,participant,HES,f,373393.02,
68162,999886865,262348,UNIWERSYTET IM. ADAMA MICKIEWICZA WPOZNANIU,ADAM MICKIEWICZ UNIVERSITYAMU,PL,Poznan,participant,HES,f,46010.00,
68163,984190131,262348,VISITECH INTERNATIONAL LIMITED,,UK,Sunderland,participant,PRC,f,156550.00,
68164,999900833,262348,UNIVERSITEIT TWENTE,UNIVERSITEIT TWENTE,NL,Enschede,participant,HES,f,290184.37,
68165,999995893,262348,IDRYMA TECHNOLOGIAS KAI EREVNAS,FOUNDATION FOR RESEARCH AND TECHNOLOGYHELLAS,EL,Irakleio,participant,REC,f,756331.64,
68166,999975426,262348,UNIVERSITY OF LEEDS,UNIVLEEDS,UK,Leeds,participant,HES,f,140630.00,
68167,987136021,262348,MALVERN PANALYTICAL LIMITED,Malvern Panalytical Ltd,UK,Malvern,participant,PRC,f,23929.56,
68168,999994923,262348,PAUL SCHERRER INSTITUT,PSI,CH,Villigen Psi,participant,REC,f,442674.39,
68169,888897834,262348,"MAX IV Laboratory, Lund University",LU,SE,LUND,participant,HES,f,533925.10,
68170,999991334,262348,KATHOLIEKE UNIVERSITEIT LEUVEN,KU Leuven,BE,Leuven,participant,HES,f,581874.24,
68171,987542063,262348,LS INSTRUMENTS AG,LSI,CH,Freiburg,participant,PRC,f,69662.67,
68172,999865234,262348,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,UPV/EHU,ES,Leioa,participant,HES,f,318567.31,
68173,999974941,262348,THE UNIVERSITY OF EDINBURGH,UEDIN,UK,Edinburgh,participant,HES,f,335249.50,
68174,999630494,262348,UNIVERSIDAD DE VIGO,UVIGO,ES,Vigo Pontevedra,participant,HES,f,164152.57,
68716,999991334,200749,KATHOLIEKE UNIVERSITEIT LEUVEN,KU Leuven,BE,Leuven,coordinator,HES,f,500000.00,
71564,999548044,270028,FUNDACIO PRIVADA INSTITUT CATALA D'INVESTIGACIO QUIMICA,FUNDACION PRIVADA INSITUTO CATALAN DE INVESTIGACIO,ES,Tarragona,participant,REC,f,388350.00,
71565,985292148,270028,INSTITUTE OF MATERIALS RESEARCH AND ENGINEERING,IMRE A*STAR,SG,SINGAPORE,participant,REC,f,98698.00,
71566,999992401,270028,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,FR,PARIS 15,participant,REC,f,1140681.00,
71567,999991722,270028,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,ES,Madrid,participant,REC,f,571302.00,
71568,999638545,270028,FUNDACION PHANTOMS,PH,ES,MADRID,participant,OTH,f,300000.00,
71569,888897892,270028,Jagiellonian University in Krakow,JU,PL,KRAKOW,participant,HES,f,630360.00,
71570,999976978,270028,THE UNIVERSITY OF NOTTINGHAM,,UK,Nottingham,participant,HES,f,464313.00,
71571,999850781,270028,HUMBOLDT-UNIVERSITAET ZU BERLIN,UBER,DE,Berlin,participant,HES,f,712560.00,
71572,999990267,270028,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,DE,Munchen,participant,REC,f,838162.00,
71573,999997930,270028,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,FR,Paris,coordinator,REC,f,1122430.00,
71574,999897729,270028,TECHNISCHE UNIVERSITAET DRESDEN,TUD,DE,Dresden,participant,HES,f,362640.00,
72835,999596544,610637,PHYSIKALISCH-TECHNISCHE BUNDESANSTALT,PTB,DE,Braunschweig,participant,REC,f,247372.00,
72836,999992401,610637,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,FR,PARIS 15,coordinator,REC,f,804618.00,
72837,999909854,610637,IBM RESEARCH GMBH,IBM,CH,Rueschlikon,participant,PRC,f,388210.00,
72838,999900833,610637,UNIVERSITEIT TWENTE,UNIVERSITEIT TWENTE,NL,Enschede,participant,HES,f,399900.00,
72839,999871830,610637,LATVIJAS UNIVERSITATE,LU,LV,RIGA,participant,HES,f,199900.00,
72910,999986193,279950,UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6,UPMC,FR,PARIS,participant,HES,f,81597.67,
72911,999992401,279950,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,FR,PARIS 15,coordinator,REC,f,929202.33,
74620,999991043,258292,KOBENHAVNS UNIVERSITET,UCPH,DK,Kobenhavn,coordinator,HES,f,1137954.00,
74621,999990655,258292,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,DK,Kongens Lyngby,participant,HES,f,61694.40,
74719,999986193,212008,UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6,UPMC,FR,PARIS,participant,HES,f,0.00,
