id,publication_number,country,doc_number,kind,title,publication_date,publication_year,family_id,applicant_names,applicant_countries,cpc_codes,ipc_codes,filing_date
136803424,US11544613B2,US,11544613,B2,Controlling a quantum computing device based on predicted operation time,2023-01-03,2023,74095802,IBM; International Business Machines Corporation,{US},"{G06N10/40,G06N3/08,G06N5/01,G06N7/01,G06N20/20,G06N10/40,G06N3/08,G06N20/00}",,
136808852,US11550108B1,US,11550108,B1,Quantum computing die assembly with thru-silicon vias,2023-01-10,2023,83902544,"PSIQUANTUM CORP; Psiquantum, Corp.",{US},"{G02B6/12002,G02B6/13,G06N10/00,G06N10/40,H01L24/08,H01L24/48,H01L24/80,H01L2224/08145,H01L2224/48091,H01L2224/80009,H01L2224/80895,H01L2224/80896,H01L2224/94,H01L2924/00014,H01L2224/48091,H01L2924/00014,H01L2924/00014,H01L2224/45099,H01L2224/94,H01L2224/80001,G02B6/43,G02B6/12002,G02B2006/12061,G06N10/00,H01L24/47,H01L25/0657}",,
136809434,US11550696B2,US,11550696,B2,Quantum compute estimator and intelligent infrastructure,2023-01-10,2023,79032061,EMC IP HOLDING CO LLC; EMC IP Holding Company LLC,{US},"{G06F11/3452,G06F9/5027,G06F11/302,G06F11/3433,G06F11/3442,G06F30/3308,G06F2201/865,G06F2209/503,G06N10/20,G06N10/80,G06F11/3612,G06N10/20,G06N10/80,G06N20/00}",,
136809864,US11551130B2,US,11551130,B2,Quantum computing device model discretization,2023-01-10,2023,72340428,"MICROSOFT TECHNOLOGY LICENSING LLC; Microsoft Technology Licensing, LLC",{US},"{G06F30/23,B82Y10/00,G06F30/23,G06T17/20}",,
136809867,US11551133B2,US,11551133,B2,Preparing correlated fermionic states on a quantum computer,2023-01-10,2023,65041927,HARVARD COLLEGE; President and Fellows of Harvard College,{US},"{G06N10/20,G06N10/60,G06N10/80,G06N10/20,G06N10/60,G06N10/80,G06N10/20,G06N10/60,G06N10/80}",,
136815504,US11556835B1,US,11556835,B1,Distributed quantum computing systems,2023-01-17,2023,84922660,"RED HAT INC; Red Hat, Inc.",{US},"{G06N10/80,G06N10/40,G06N10/80,H04L67/10}",,
136816727,US11558069B1,US,11558069,B1,Conversion of Pauli errors to erasure errors in a photonic quantum computing system,2023-01-17,2023,84922645,PSIQUANTUM CORP; PsiQuantum Corp.,{US},"{G06N10/70,B82Y10/00,G06N10/20,G06N10/40,H03M13/611,B82Y10/00,G06F17/12,G06N10/70,H03M13/154}",,
136817056,US11558403B2,US,11558403,B2,Quantum computing machine learning for security threats,2023-01-17,2023,75562755,IBM; International Business Machines Corporation,{US},"{H04L9/0852,G06F21/577,G06N10/60,G06N20/00,H04L63/1425,H04L63/1433,H04L9/0852,G06F17/16,G06F21/577,G06N10/60,G06N20/00,H04L63/1416,H04L63/1425,H04L63/1433,G06F21/577,G06F17/16,G06N10/60,G06N20/00,H04L63/1416,H04L63/1416,G06F17/16,G06N10/60,G06N20/00}",,
136820873,US11562279B2,US,11562279,B2,Apparatus and methods for quantum computing and machine learning,2023-01-24,2023,74038593,XANADU QUANTUM TECH INC; Xanadu Quantum Technologies Inc; Xanadu Quantum Technologies Inc.,{CA},"{G06N3/084,G06N3/044,G06N3/045,G06N10/60,G06N10/60,G06N3/044,G06N3/067,G06N20/00}",,
136820875,US11562281B2,US,11562281,B2,Hierarchical portfolio optimization using clustering and near-term quantum computers,2023-01-24,2023,75687892,IBM; International Business Machines Corporation,{US},"{G06Q40/06,G06F17/11,G06F18/23,G06N5/01,G06N10/60,G06N20/00,G06V10/762,G06Q40/06,G06F17/11,G06F17/16,G06N10/60,G06V10/762}",,
136826339,US11567827B2,US,11567827,B2,"Fault tolerant computation method and apparatus for quantum Clifford circuit, device, and chip",2023-01-31,2023,75300024,TENCENT TECH SHENZHEN CO LTD; Tencent Technology (Shenzhen) Company Limited,{CN},"{G06F30/327,B82Y10/00,G06N10/20,G06N10/40,G06N10/60,G06N10/70,G06N10/80,H10D88/00,H10N69/00,G06N10/20,B82Y10/00,G06F30/327,G06N10/40,G06N10/60,G06N10/70,G06N10/80,G06F11/1044,G06N10/20,G06N10/40,G06N10/70,G06N10/80}",,
136826806,US11568296B2,US,11568296,B2,Highway jumper to enable long range connectivity for superconducting quantum computer chip,2023-01-31,2023,73748092,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION,{US},"{H01L23/49838,H01L23/48,H01L23/49816,H01L23/5386,H01L23/49838,G06N10/40,H01L23/645,H10N69/00}",,
136826808,US11568298B2,US,11568298,B2,Surface code computations using auto-CCZ quantum states,2023-01-31,2023,70286038,GOOGLE LLC; Google LLC,{US},"{G06F9/30007,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F9/30076,G06F17/10,G06N10/20,G06N10/40,G06N10/60,G11C11/4063,G06N10/40,G06N10/20,G06N10/60,G06N10/70,G06N10/20,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F17/10,G06N10/00,G06N10/70,G11C11/4063,H04B10/70}",,
136828467,US11569989B2,US,11569989,B2,Blockchain system for hardening quantum computing security,2023-01-31,2023,75585232,BANK OF AMERICA; Bank of America Corporation,{US},"{H04L9/0852,H04L9/0869,H04L9/3239,H04L9/50,H04L9/0852,H04L9/0869}",,
136851851,US11593697B2,US,11593697,B2,Method for amplitude estimation with noisy intermediate-scale quantum computers,2023-02-28,2023,77665045,QC WARE CORP; QC Ware Corp.,{US},"{G06N10/60,G06N10/70,G06N10/60,B82Y10/00,G06N10/20,G06N10/70,G06N10/70}",,
136851852,US11593698B2,US,11593698,B2,Performing a calibration process in a quantum computing system,2023-02-28,2023,63445546,"RIGETTI & CO LLC; Rigetti & Co, LLC",{US},"{G06N10/70,G06N10/20,G06N10/40,H03K19/195,G06N10/70,G06N10/00,G06N10/40,H03K19/195}",,
136832613,US11574177B2,US,11574177,B2,Photonic synapse based on graphene-perovskite quantum dot for neuromorphic computing,2023-02-07,2023,74868538,"UNIV CENTRAL FLORIDA RES FOUND INC; University of Central Florida Research Foundation, Inc.",{US},"{G06N3/0675,G06N3/049,G06N3/088,H10F30/28,H10F77/1433,H10K10/484,H10K30/00,H10K85/50,G06N3/0675,G06N3/049,H10F10/169,H10F30/282,H10F71/00,H10F77/1433,H10K30/00,H10K85/50}",,
136832667,US11574231B2,US,11574231,B2,"Quantum computer, non-transitory computer readable media storing program, quantum calculation method, and quantum circuit",2023-02-07,2023,79031054,TOKYO INST TECH; TOKYO INSTITUTE OF TECHNOLOGY,{JP},"{H03K19/195,G06N10/20,G06N10/40,G06N10/20,G06N10/40,H03K19/195}",,
136834269,US11575860B2,US,11575860,B2,Optical control of qubits with spatial light modulators for quantum computing and quantum simulation,2023-02-07,2023,78223100,"WISCONSIN ALUMNI RES FOUND; Wisconsin Alumni Research Foundation; ColdQuanta, Inc.","{US,US}","{G06N10/40,B82Y10/00,B82Y20/00,H04N9/312,B82Y10/00,B82Y20/00,G06E3/00,G06N10/40,H04N9/3152}",,
136838778,US11580435B2,US,11580435,B2,Scalable neutral atom based quantum computing,2023-02-14,2023,74566755,ATOM COMPUTING INC; Atom Computing Inc.,{US},"{G06N10/40,G06N3/006,G06N3/044,G06N3/045,G06N3/047,G06N5/01,G06N5/025,G06N7/01,G06N20/20,G06N10/40,G06N20/00}",,
136838780,US11580437B2,US,11580437,B2,"Topological quantum computing components, systems, and methods",2023-02-14,2023,77200244,STREAMLINE AUTOMATION LLC; Streamline Automation LLC; Wake Forest University,"{US,US}","{G06N10/20,B82Y10/00,G06N10/40,H10D30/402,H10D48/3835,H10D62/118,H10D62/814,H10D64/27,H10D48/383,B82Y10/00,G06N10/40,H10D30/402,G06N10/40,G06N10/20,H10D48/383,H10D62/80,H10D64/27}",,
136838781,US11580438B1,US,11580438,B1,Driver Hamiltonians for use with the quantum approximate optimization algorithm in solving combinatorial optimization problems with circuit-model quantum computing facilities,2023-02-14,2023,85198644,QC WARE CORP; QC Ware Corp.,{US},"{G06N10/20,B82Y10/00,G06N10/60,G06N10/80,G06N10/60,B82Y10/00,G06F15/16,G06N5/01,G06N10/00,G06N20/00}",,
136840357,US11582045B2,US,11582045,B2,Combined digital signature algorithms for security against quantum computers,2023-02-14,2023,78704368,NIX JOHN A; Nix John A.,{US},"{H04L9/3249,H04L9/0841,H04L9/14,H04L9/3252,H04L9/3265,H04L9/3249,H04L9/0852,H04L9/0877,H04L9/3252,H04L9/3263}",,
136844956,US11586702B2,US,11586702,B2,Noise reduced circuits for superconducting quantum computers,2023-02-21,2023,73457112,"IONQ INC; IONQ, INC.",{US},"{G06N10/60,G06N10/60,G06F17/11,H10N60/12}",,
136845043,US11586792B2,US,11586792,B2,Scheduling fusion for quantum computing simulation,2023-02-21,2023,70970443,IBM; International Business Machines Corporation,{US},"{G06N10/20,G06F30/3308,G06N5/022,G06N10/80,G06N10/20,G06F30/33,G06F2111/20,G06N10/80}",,
136845214,US11586966B2,US,11586966,B2,Development and analysis of quantum computing programs,2023-02-21,2023,63914981,IBM; International Business Machines Corporation,{US},"{G06N10/80,G06F9/5027,G06F30/30,G06F2209/5013,G06N10/80,G06F9/3877,G06F9/5027,G06F15/16,G06F16/9024,G06F16/904,G06F30/33}",,
136845216,US11586968B2,US,11586968,B2,Scalable neutral atom based quantum computing,2023-02-21,2023,68766205,ATOM COMPUTING INC; Atom Computing Inc.,{US},"{G06N10/20,B82Y10/00,G06N10/40,G06N3/006,G06N3/044,G06N3/045,G06N3/047,G06N5/01,G06N5/025,G06N7/01,G06N10/20,G06N10/60,G06N20/20,G06N10/40,B82Y10/00,G06N10/20,G06N10/60,G06N20/20,G06N10/40,G06N10/60}",,
136908222,US11650869B2,US,11650869,B2,Quantum computing service with local edge devices supporting multiple quantum computing technologies,2023-05-16,2023,75974920,"AMAZON TECH INC; Amazon Technologies, Inc.",{US},"{G06N10/80,G06F9/5072,G06N5/01,G06N10/80,G06F9/547}",,
136908610,US11651263B2,US,11651263,B2,Nonlinear calibration of a quantum computing apparatus,2023-05-16,2023,60972384,GOOGLE LLC; Google LLC,{US},"{G06N10/70,G06N10/20,G06N10/40,G06N10/60,G06N10/20,G06N10/40,G06N20/00,G06N10/70,B82Y10/00,G06N10/20,G06N10/40,G06N10/60,G06N10/20,G06F18/214,G06F30/25,G06N10/40}",,
136908611,US11651264B2,US,11651264,B2,System and method for handling inequality constraints in mixed binary optimization on quantum computers,2023-05-16,2023,76763214,IBM; International Business Machines Corporation,{US},"{G06F17/11,G06N10/60,G06N10/60,G06F17/11,G06F17/18}",,
136914616,US11657328B2,US,11657328,B2,"Quantum random, self-modifiable computer",2023-05-23,2023,68843032,FISKE MICHAEL STEPHEN; Fiske Michael Stephen; Aemea Inc.,"{US,US}","{G06N20/00,G06N20/00,G06F9/3004,G06N10/00}",,
136920504,US11663291B2,US,11663291,B2,Quantum computation for cost optimization problems,2023-05-30,2023,75639716,ACCENTURE GLOBAL SOLUTIONS LTD; Accenture Global Solutions Limited,{IE},"{G06N10/60,G06N5/01,G06N10/60,G01C21/343,G06F17/17,G06N10/00,G06Q10/047}",,
136920725,US11663513B2,US,11663513,B2,Quantum computer with exact compression of quantum states,2023-05-30,2023,69525933,"ZAPATA COMPUTING INC; Zapata Computing, Inc.",{US},"{G06N10/20,B82Y10/00,G06N10/20,B82Y10/00,G06N10/60}",,
136933114,US11676056B2,US,11676056,B2,Calculating excited state properties of a molecular system using a hybrid classical-quantum computing system,2023-06-13,2023,67874456,IBM; International Business Machines Corporation,{US},"{G16C10/00,G06N5/01,G06N10/20,G06N10/60,G06N10/80,G16C20/30,G16C20/90,G06N10/60,G06F15/16,G06F17/14,G06F17/16,G06N10/20,G06N10/80}",,
136933115,US11676057B2,US,11676057,B2,Classical and quantum computation for principal component analysis of multi-dimensional datasets,2023-06-13,2023,71738282,"MICROSOFT TECHNOLOGY LICENSING LLC; MICROSOFT TECHNOLOGY LICENSING, LLC",{US},"{G06N20/00,G06F15/16,G06F16/2365,G06F17/16,G06N7/01,G06N10/60,G06F16/2365,G06N7/01,G06N10/60,G06N20/00,G06F16/2365,G06F15/16,G06F17/16,G06N7/01,G06N10/60,G06N20/00}",,
136938318,US11681322B2,US,11681322,B2,Adaptive and optimal imaging of quantum optical systems for quantum computing,2023-06-20,2023,67140688,"UNIV MARYLAND; University of Maryland, College Park",{US},"{B82Y10/00,B82Y40/00,G01N21/6458,G06N10/40,H10D48/3835,H10D62/814,G06E3/005,B82Y10/00,B82Y40/00,G01J1/42,G01J2001/4247,G01N21/6458,G06N10/40,H10D48/383}",,
136944727,US11687817B2,US,11687817,B2,System and method for providing data computation via quantum computers,2023-06-27,2023,80822613,COGNIZANT TECH SOLUTIONS INDIA PVT LTD; Cognizant Technology Solutions India Pvt. Ltd.,{IN},"{G06F21/31,G06N10/00,G06N20/00,G06N10/00,G06F3/0482,G06F21/31,G06N20/00}",,
136938896,US11681908B2,US,11681908,B2,Quantum state classifier using reservoir computing,2023-06-20,2023,72193475,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION,{US},"{G06F18/2415,G06N3/044,G06N3/08,G06N10/40,G06F18/2415,G06N3/044,G06N3/065,G06N3/08,G06N10/40}",,
136944728,US11687818B2,US,11687818,B2,Hardware-efficient calibration framework for quantum computing devices,2023-06-27,2023,82703914,IBM; International Business Machines Corporation,{US},"{G06N10/40,G06N10/00,G06N10/00,H03K17/92,H04L1/08}",,
136938929,US11681941B2,US,11681941,B2,Systems and method for quantum computing,2023-06-20,2023,81846199,NVISION IMAGING TECH GMBH; NVISION IMAGING TECHNOLOGIES GMBH,{DE},"{G06N10/40,G06N10/40,B82Y10/00,H10N60/12}",,
136944729,US11687819B2,US,11687819,B2,"High-fidelity superconducting circuit structure, superconducting quantum chip, and superconducting quantum computer",2023-06-27,2023,73313795,"BEIJING BAIDU NETCOM SCI & TECH CO LTD; Beijing Baidu Netcom Science and Technology Co., LTD.",{CN},"{G06N10/40,G06N10/70,G06N10/20,G06N10/40,G06N10/70,G06N10/40,G06N10/70,H10N60/12,H10N60/805}",,
136940949,US11683996B2,US,11683996,B2,Gate voltage-tunable electron system integrated with superconducting resonator for quantum computing device,2023-06-20,2023,69846476,IBM; International Business Machines Corporation,{US},"{B82Y10/00,G06N10/40,H10D48/3835,H10N60/0912,H10N60/128,H10N69/00,H10N60/12,B82Y10/00,H10D62/8164,H10D62/822,H10D62/824,H10D62/882,H10D64/608,H10N60/0912,H10N60/128,H10N60/805,H10N69/00,H10N60/12,B82Y10/00,H10N60/0912,H10N69/00,H10N60/12,H10D62/8164,H10D62/822,H10D62/824,H10D62/882,H10D64/608,H10N60/0912,H10N60/128,H10N60/805}",,
145110349,US2023259673A1,US,2023259673,A1,QUANTUM COMPUTER-IMPLEMENTED SOLVER,2023-08-17,2023,79282318,UNIV MELBOURNE; The University of Melbourne,{AU},"{G06N10/60,B82Y10/00,G16C10/00,G06N10/60,B82Y10/00,G06N5/01,G16C10/00,G06F30/20,G06F2111/10,G06N10/20,G06N10/40}",,
145110479,US2023259804A1,US,2023259804,A1,QUANTUM CIRCUIT CONSTRUCTION WITH SIMULTANEOUSLY ENTANGLING GATES IN TRAPPED-ION QUANTUM COMPUTERS,2023-08-17,2023,85036783,"IONQ INC; IONQ, INC.; University of Maryland","{US,US}","{G06N10/20,G06N10/40,G06N10/40,G06N10/80}",,
144868510,US2023004847A1,US,2023004847,A1,INTEGRATING CIRCUIT ELEMENTS IN A STACKED QUANTUM COMPUTING DEVICE,2023-01-05,2023,60935992,GOOGLE LLC; Google LLC,{US},"{G06N10/40,H01L23/5225,H01L24/13,H01L24/16,H01L25/0657,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,H01L25/0657,G06N10/40,H01L23/5225,H01L23/552,H01L24/13,H01L24/16,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,G06N10/40,G06N10/00,H01L25/0657,H10N60/20}",,
144868511,US2023004848A1,US,2023004848,A1,INTEGRATING CIRCUIT ELEMENTS IN A STACKED QUANTUM COMPUTING DEVICE,2023-01-05,2023,60935992,GOOGLE LLC; Google LLC,{US},"{G06N10/40,H01L23/5225,H01L24/13,H01L24/16,H01L25/0657,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,H01L25/0657,G06N10/40,H01L23/5225,H01L23/552,H01L24/13,H01L24/16,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,G06N10/40,G06N10/00,H01L25/0657,H10N60/20}",,
144868512,US2023004849A1,US,2023004849,A1,ACTIVE CIRCULATOR AND QUANTUM COMPUTER SYSTEM WITH ACTIVE CIRCULATOR,2023-01-05,2023,84786105,"SAMSUNG ELECTRONICS CO LTD; Samsung Electronics Co., Ltd.",{KR},"{G06N10/40,H01P1/38,H03H11/36,B82Y10/00,G06N10/40,H03H11/126,G06N10/40}",,
144868513,US2023004850A1,US,2023004850,A1,QUANTUM COMPUTING DEVICE,2023-01-05,2023,76222497,YEDA RES & DEV; YEDA RESEARCH AND DEVELOPMENT CO. LTD.; UNIVERSITY OF COPENHAGEN,"{IL,DK}","{H10N60/128,G06N10/40,H10N60/85,H10N60/00,B82Y10/00,H10N60/128,H10N60/128,B82Y10/00,G06N10/40,H10N60/855}",,
144878000,US2023026430A1,US,2023026430,A1,SYSTEMS AND METHOD FOR QUANTUM COMPUTING,2023-01-26,2023,81846199,NVISION IMAGING TECH GMBH; NVISION IMAGING TECHNOLOGIES GMBH,{DE},"{G06N10/40,G06N10/40,B82Y10/00,H10N60/12}",,
144878088,US2023026518A1,US,2023026518,A1,IMPURITY-CENTER-BASED QUANTUM COMPUTER,2023-01-26,2023,73654582,QUANTUM TECH UG HAFTUNGSBESCHRAENKT; QUANTUM TECHNOLOGIES UG (HAFTUNGSBESCHRÄNKT); QUANTUM TECHNOLOGIES UG HAFTUNGSBESCHRANKT,"{DE,DE}","{G06N10/40,B82Y10/00,H10D48/3835,H10D64/27,G06N10/40,G06N10/40}",,
144880686,US2023029117A1,US,2023029117,A1,STABILIZATION OF ENTANGLING GATES FOR TRAPPED-ION QUANTUM COMPUTERS,2023-01-26,2023,73456855,"IONQ INC; IONQ, INC.",{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,B82Y20/00,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,G06N10/20,G06N10/70,G21K1/003,H01J49/0072,H01S3/09,H04B10/70}",,
144881991,US2023030423A1,US,2023030423,A1,ITERATIVE CONSTRUCTION OF STATIONARY QUANTUM STATES USING QUANTUM COMPUTERS,2023-02-02,2023,85037916,GOOGLE LLC; Google LLC,{US},"{G06N10/20,G06N10/40,G06N10/60,G06N10/20}",,
144884091,US2023032530A1,US,2023032530,A1,Selecting a Quantum Computer,2023-02-02,2023,85038927,CLASSIQ TECH LTD; Classiq Technologies LTD,{IL},"{G06F9/5044,G06N10/20,G06N10/80,G06F9/4881,G06N10/40}",,
144887337,US2023035786A1,US,2023035786,A1,ANALYZING EXECUTION OF QUANTUM SERVICES USING QUANTUM COMPUTING DEVICES AND QUANTUM SIMULATORS,2023-02-02,2023,85037545,"RED HAT INC; Red Hat, Inc.",{US},"{G06N10/80,G06N10/00,G06N10/20,G06N10/00,G06F11/3495,H04L67/133}",,
144888378,US2023036827A1,US,2023036827,A1,QUANTUM COMPUTING SYSTEM AND METHOD,2023-02-02,2023,85037758,CAMBRIDGE QUANTUM COMPUTING LTD; Cambridge Quantum Computing Limited,{GB},"{G06N7/01,G06N10/20,G06N10/60,G06N10/60,G06N10/40}",,
144888731,US2023037180A1,US,2023037180,A1,NOISE REDUCED CIRCUITS FOR TRAPPED-ION QUANTUM COMPUTERS,2023-02-02,2023,73456846,"IONQ INC; IONQ, INC.",{US},"{G06N10/60,G06N10/40,G06N10/60,G06E3/005,G06N10/40}",,
144888947,US2023037396A1,US,2023037396,A1,STORAGE RING QUANTUM COMPUTER,2023-02-09,2023,78293312,US ENERGY; United States Department of Energy,{US},"{G11C13/06,B01D71/72,B82Y10/00,G06N10/40,G11C21/00,H10N99/05,H10N99/05,G11C11/54}",,
144889433,US2023037882A1,US,2023037882,A1,HIGH STABILITY OPTOMECHANICAL SYSTEM AND CRYO-PACKAGE ASSEMBLY FOR QUANTUM COMPUTING,2023-02-09,2023,85153348,UNIV DUKE; Duke University,{US},"{G01M11/04,G02B7/003}",,
144892400,US2023040849A1,US,2023040849,A1,QUANTUM COMPUTING PROGRAM COMPILATION USING CACHED COMPILED QUANTUM CIRCUIT FILES,2023-02-09,2023,85153662,"AMAZON TECH INC; Amazon Technologies, Inc.",{US},"{G06F8/41,G06F8/54,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/80,G06F8/41}",,
144893591,US2023042040A1,US,2023042040,A1,METHODS AND APPARATUS FOR QUANTUM CHEMISTRY CALCULATIONS ON A QUANTUM COMPUTER,2023-02-09,2023,85153703,XANADU QUANTUM TECH INC; Xanadu Quantum Technologies Inc.,{CA},"{G06N10/20,G06N10/60,G16C10/00,G16C10/00,G06N10/20,G06N10/60}",,
144893752,US2023042201A1,US,2023042201,A1,QUANTUM COMPUTER ARCHITECTURE BASED ON SILICON DONOR QUBITS COUPLED BY PHOTONS,2023-02-09,2023,76787415,UNIV BRITISH COLUMBIA; THE UNIVERSITY OF BRITISH COLUMBIA,{CA},"{G06E3/001,G06E1/00,G06N10/20,G06N10/40,G06N10/40,G06E1/00,G06N10/20}",,
144895223,US2023043673A1,US,2023043673,A1,CRYO-COMPATIBLE QUANTUM COMPUTING ARRANGEMENT AND METHOD FOR PRODUCING A CRYO-COMPATIBLE QUANTUM COMPUTING ARRANGEMENT,2023-02-09,2023,77207046,FRAUNHOFER GES ZUR FORDERUNG DER ANGEWANDTEN FOSCHUNG E V; Fraunhofer-Gesellschaft zur Forderung der angewandten Foschung e.V.,{DE},"{H10N69/00,G06N10/40,H10N60/01,H10N60/85,H01L23/481,G06N10/40,H01L21/76898,H01L24/05,H01L24/06,H01L24/13,H01L24/14,H01L2224/05009,H01L2224/05078,H01L2224/05184,H01L2224/05186,H01L2224/0557,H01L2224/0603,H01L2224/06181,H01L2224/13025,H01L2224/14181,H01L2924/04941}",,
144899641,US2023048091A1,US,2023048091,A1,METHOD FOR ERROR REDUCTION IN A QUANTUM COMPUTER,2023-02-16,2023,74191457,HQS QUANTUM SIMULATIONS GMBH; HQS Quantum Simulations GmbH,{DE},"{G06N10/20,G06N10/70,G06N10/20,G06F30/20,G06N10/40,G06N10/70}",,
144903219,US2023051669A1,US,2023051669,A1,SYSTEM AND METHOD FOR QUANTUM COMPUTING TO GENERATE JOINT PROBABILITY DISTRIBUTIONS,2023-02-16,2023,85176619,"IONQ INC; IonQ, Inc.",{US},"{G06N10/60,G06N3/0475,G06N7/01,G06N10/20,G06N10/40,G06N20/00,G06N10/20,G06N10/60}",,
144910805,US2023059264A1,US,2023059264,A1,QUANTUM COMPUTER BASED ON MANIPULATION OF ION CHAINS,2023-02-23,2023,85228458,"IONQ INC; IonQ, Inc.; Duke University","{US,US}","{G06N10/40,G06N10/20,G06N10/20,G06N10/40,G06N10/40,B82Y10/00,G06N10/20,G06N10/60,H01J49/422,H01J49/0018}",,
144917632,US2023066093A1,US,2023066093,A1,GENERATING A GLOBAL SNAPSHOT OF A QUANTUM COMPUTING DEVICE,2023-03-02,2023,85285446,"RED HAT INC; Red Hat, Inc.",{US},"{G06F9/455,G06N10/00,G06N10/80,G06N10/00,G06F9/455,G06F40/143}",,
144918605,US2023067066A1,US,2023067066,A1,Connecting Electrical Circuitry in a Quantum Computing System,2023-03-02,2023,64274864,"RIGETTI & CO LLC; Rigetti & Co, LLC",{US},"{H05K1/0221,G06N10/40,H05K1/0204,H05K1/0225,H05K1/0233,H05K1/0234,H05K1/0243,H05K1/025,H05K1/147,H05K7/20372,H05K2201/0154,H05K2201/05,H05K2201/0715,H05K2201/09809,H01P3/08,G06N10/40,H01B7/04,H01P1/30,H01R12/79,H05K1/0203,H05K1/0204,H05K1/0243,H05K1/0245,H05K1/025,H05K1/147,H05K2201/1006}",,
144919305,US2023067766A1,US,2023067766,A1,SECRET SUPERPOSITION PROTOCOLS FOR QUANTUM COMPUTATION,2023-03-02,2023,82932636,ACCENTURE GLOBAL SOLUTIONS LTD; Accenture Global Solutions Limited,{IE},"{H04L9/0858,G06N10/00,G06N10/20,G06N10/40,H04L63/0428,H04L63/0428,G06N10/00}",,
144922538,US2023071000A1,US,2023071000,A1,"QUANTUM COMPUTING ERROR CORRECTION METHOD, CODE, AND SYSTEM",2023-03-09,2023,85386569,UCL BUSINESS LTD; UCL BUSINESS LTD,{GB},"{G06N10/70,H03M13/1575,G06N10/70}",,
144922789,US2023071251A1,US,2023071251,A1,TRANSMISSION LINE AND QUANTUM COMPUTER,2023-03-09,2023,83453662,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{H01P3/085,G06N10/40,H01P1/2039,H01P3/088,H01P3/08,G06F1/20,G06N10/00}",,
144948562,US2023097026A1,US,2023097026,A1,QUANTUM COMPUTING SYSTEM BASED ON QUANTUM DOT QUBITS AND OPERATION METHOD THEREOF,2023-03-30,2023,85718120,ELECTRONICS & TELECOMMUNICATIONS RES INST; Electronics and Telecommunications Research Institute,{KR},"{G06N10/20,G06N10/40,G06N10/80,G06F30/327,G06N10/40,G06N10/80}",,
144926312,US2023074774A1,US,2023074774,A1,SYSTEM AND METHOD FOR SCALABLE OPTICAL INTERCONNECT FOR QUANTUM COMPUTING,2023-03-09,2023,85384889,"L LIVERMORE NAT SECURITY LLC; Lawrence Livermore National Security, LLC",{US},"{G06N10/40,G02B6/4249,G02B6/4269,G06N10/00,G02B6/4249,G02B6/4269,G06E1/00,G06N10/00}",,
144931561,US2023080023A1,US,2023080023,A1,MULTI-MODE RESONATOR FOR QUANTUM COMPUTING ELEMENT,2023-03-16,2023,85477990,"SAMSUNG ELECTRONICS CO LTD; Samsung Electronics Co., Ltd.",{KR},"{H01P7/06,G06N10/40,H01Q1/364,H01P7/06,G06N10/40}",,
145119549,US2023268890A1,US,2023268890,A1,PARALLELIZED LOW NOISE AMPLIFIERS FOR A QUANTUM COMPUTER,2023-08-24,2023,85278105,IBM; International Business Machines Corporation,{US},"{G06N10/40,H03F1/26,G06N10/20,H03F1/0211,H03F1/56,H03F2200/294}",,
144933465,US2023081927A1,US,2023081927,A1,QUANTUM-COMPUTING BASED METHOD AND APPARATUS FOR ESTIMATING GROUND-STATE PROPERTIES,2023-03-16,2023,85479437,"ZAPATA COMPUTING INC; Zapata Computing, Inc.",{US},"{G06N10/60,G06N10/60}",,
144935450,US2023083913A1,US,2023083913,A1,METHOD OF BUILDING A HYBRID QUANTUM-CLASSICAL COMPUTING NETWORK,2023-03-16,2023,78212045,BULL SAS; BULL SAS,{FR},"{G06N10/80,G06N10/20,G06N10/60,H04L41/0809,G06N10/20,G06N10/60,G06N10/80}",,
144935659,US2023084122A1,US,2023084122,A1,INTEGRATING CIRCUIT ELEMENTS IN A STACKED QUANTUM COMPUTING DEVICE,2023-03-16,2023,60888686,GOOGLE LLC; Google LLC,{US},"{B82Y10/00,G06N10/40,H01L25/18,H10D48/3835,H10N69/00,G06N10/40,H01L25/0657,H01L2225/06513,H10N69/00}",,
144936144,US2023084607A1,US,2023084607,A1,Computing system for executing quantum programs on analog and digital quantum computers,2023-03-16,2023,78212044,BULL SAS; BULL SAS,{FR},"{G06N10/80,G06F9/44505,G06N10/80}",,
